datetime,date,year,month,day,wday,hour,minute,color,direction,station,problem,type,delay,order,average_rides
2016-11-16T05:13:00Z,11/16/16,2016,11,16,Wed,5,13,Blue,Franconia-Springfield,Capitol South,a signal problem,Mechanical,8,19,6983
2016-11-16T06:04:00Z,11/16/16,2016,11,16,Wed,6,4,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,7906
2016-11-16T06:46:00Z,11/16/16,2016,11,16,Wed,6,46,Green,Greenbelt,Columbia Heights,an equipment problem,Mechanical,6,15,11401
2016-11-16T06:46:00Z,11/16/16,2016,11,16,Wed,6,46,Green,Branch Avenue,U St-Cardozo,a brake problem,Mechanical,18,14,6671
2016-11-16T07:00:00Z,11/16/16,2016,11,16,Wed,7,0,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-16T08:16:00Z,11/16/16,2016,11,16,Wed,8,16,Orange,Vienna,New Carrollton,a brake problem,Mechanical,6,26,7142
2016-11-16T08:46:00Z,11/16/16,2016,11,16,Wed,8,46,Red,Shady Grove,Medical Center,a brake problem,Mechanical,6,6,5511
2016-11-16T08:50:00Z,11/16/16,2016,11,16,Wed,8,50,Red,NoMa-Gallaudet,Judiciary Sq,schedule adherence/improved train spacing,Train delay,6,17,8214
2016-11-16T08:58:00Z,11/16/16,2016,11,16,Wed,8,58,Red,Shady Grove,Dupont Circle,a medical emergency,Passenger issue,6,13,17672
2016-11-16T08:59:00Z,11/16/16,2016,11,16,Wed,8,59,Red,NoMa-Gallaudet,Judiciary Sq,schedule adherence/improved train spacing,Train delay,6,17,8214
2016-11-16T09:03:00Z,11/16/16,2016,11,16,Wed,9,3,Red,NoMa-Gallaudet,Farragut North,schedule adherence/improved train spacing,Train delay,6,14,23659
2016-11-16T09:20:00Z,11/16/16,2016,11,16,Wed,9,20,Red,NoMa-Gallaudet,Van Ness-UDC,schedule adherence/improved train spacing,Train delay,6,10,5334
2016-11-16T10:27:00Z,11/16/16,2016,11,16,Wed,10,27,Orange,Vienna,West Falls Church,a medical emergency,Passenger issue,20,3,2671
2016-11-16T11:03:00Z,11/16/16,2016,11,16,Wed,11,3,Red,Shady Grove,Metro Center,police activity,Official business,6,15,24372
2016-11-16T15:04:00Z,11/16/16,2016,11,16,Wed,15,4,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-16T15:26:00Z,11/16/16,2016,11,16,Wed,15,26,Red,Shady Grove,White Flint,police activity,Official business,5,4,3505
2016-11-16T15:43:00Z,11/16/16,2016,11,16,Wed,15,43,Red,NoMa-Gallaudet,Shady Grove,a brake problem,Mechanical,6,1,11870
2016-11-16T15:54:00Z,11/16/16,2016,11,16,Wed,15,54,Silver,Largo Town Center,Tysons Corner,an equipment problem,Mechanical,6,4,3049
2016-11-16T16:04:00Z,11/16/16,2016,11,16,Wed,16,4,Orange,Vienna,New Carrollton,an operational problem,Train delay,6,26,7142
2016-11-16T16:53:00Z,11/16/16,2016,11,16,Wed,16,53,Red,Shady Grove,Grosvenor-Strathmore,a brake problem,Mechanical,6,5,5227
2016-11-16T16:57:00Z,11/16/16,2016,11,16,Wed,16,57,Blue,Largo Town Center,Stadium-Armory,a door problem,Mechanical,7,22,2422
2016-11-16T22:36:00Z,11/16/16,2016,11,16,Wed,22,36,Orange,New Carrollton,West Falls Church,an equipment problem,Mechanical,5,3,2671
2016-11-16T23:53:00Z,11/16/16,2016,11,16,Wed,23,53,Yellow,Huntington,Georgia Ave-Petworth,police activity,Official business,9,16,5793
2016-11-15T00:49:00Z,11/15/16,2016,11,15,Tue,0,49,Green,Branch Avenue,Naylor Road,striking an object on the track,Track obstruction,15,3,2453
2016-11-15T05:37:00Z,11/15/16,2016,11,15,Tue,5,37,Blue,Franconia-Springfield,Eastern Market,an equipment problem,Mechanical,14,20,5341
2016-11-15T06:04:00Z,11/15/16,2016,11,15,Tue,6,4,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,7906
2016-11-15T06:16:00Z,11/15/16,2016,11,15,Tue,6,16,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,7906
2016-11-15T07:00:00Z,11/15/16,2016,11,15,Tue,7,0,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-15T07:10:00Z,11/15/16,2016,11,15,Tue,7,10,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,7142
2016-11-15T07:12:00Z,11/15/16,2016,11,15,Tue,7,12,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-15T07:16:00Z,11/15/16,2016,11,15,Tue,7,16,Yellow,Mt. Vernon Square,Braddock Rd,an equipment problem,Mechanical,6,4,4610
2016-11-15T07:49:00Z,11/15/16,2016,11,15,Tue,7,49,Orange,New Carrollton,Vienna-Fairfax,a door problem,Mechanical,4,1,9863
2016-11-15T07:59:00Z,11/15/16,2016,11,15,Tue,7,59,Silver,Largo Town Center,Rosslyn,schedule adherence/improved train spacing,Train delay,6,11,13295
2016-11-15T08:26:00Z,11/15/16,2016,11,15,Tue,8,26,Orange,Vienna,Capitol South,a door problem,Mechanical,5,18,6983
2016-11-15T08:30:00Z,11/15/16,2016,11,15,Tue,8,30,Silver,Wiehle-Reston East,Largo Town Center,a brake problem,Mechanical,6,28,4276
2016-11-15T08:45:00Z,11/15/16,2016,11,15,Tue,8,45,Blue,Largo Town Center,Stadium-Armory,a brake problem,Mechanical,6,22,2422
2016-11-15T10:28:00Z,11/15/16,2016,11,15,Tue,10,28,Red,Glenmont,Friendship Heights,a door problem,Mechanical,6,8,8178
2016-11-15T12:19:00Z,11/15/16,2016,11,15,Tue,12,19,Green,Branch Avenue,Fort Totten,maintenance activity,Maintenance,9,17,7704
2016-11-15T15:37:00Z,11/15/16,2016,11,15,Tue,15,37,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,6,1,7066
2016-11-15T15:58:00Z,11/15/16,2016,11,15,Tue,15,58,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-15T16:06:00Z,11/15/16,2016,11,15,Tue,16,6,Blue,Largo Town Center,Ronald Reagan National Airport,a brake problem,Mechanical,3,5,6618
2016-11-15T16:49:00Z,11/15/16,2016,11,15,Tue,16,49,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-15T21:30:00Z,11/15/16,2016,11,15,Tue,21,30,Blue,Largo Town Center,Franconia-Springfield,police activity,Official business,9,1,7066
2016-11-14T05:43:00Z,11/14/16,2016,11,14,Mon,5,43,Red,Shady Grove,Twinbrook,maintenance activity,Maintenance,6,3,4178
2016-11-14T06:30:00Z,11/14/16,2016,11,14,Mon,6,30,Blue,Franconia-Springfield,McPherson Sq,a door problem,Mechanical,6,13,13766
2016-11-14T07:00:00Z,11/14/16,2016,11,14,Mon,7,0,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-14T07:12:00Z,11/14/16,2016,11,14,Mon,7,12,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-14T07:59:00Z,11/14/16,2016,11,14,Mon,7,59,Red,NoMa-Gallaudet,Cleveland Park,a medical emergency,Passenger issue,3,11,3856
2016-11-14T08:27:00Z,11/14/16,2016,11,14,Mon,8,27,Red,NoMa-Gallaudet,Shady Grove,an operational problem,Train delay,5,1,11870
2016-11-14T10:39:00Z,11/14/16,2016,11,14,Mon,10,39,Orange,Vienna,Virginia Square,an operational problem,Train delay,9,6,3634
2016-11-14T12:34:00Z,11/14/16,2016,11,14,Mon,12,34,Red,Shady Grove,Tenleytown-AU,a brake problem,Mechanical,6,9,5307
2016-11-14T15:18:00Z,11/14/16,2016,11,14,Mon,15,18,Blue,Franconia-Springfield,Braddock Rd,police activity,Official business,9,4,4610
2016-11-14T16:10:00Z,11/14/16,2016,11,14,Mon,16,10,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-14T16:21:00Z,11/14/16,2016,11,14,Mon,16,21,Green,Franconia-Springfield,Greenbelt,an operational problem,Train delay,7,21,5934
2016-11-14T16:46:00Z,11/14/16,2016,11,14,Mon,16,46,Yellow,Huntington,Greenbelt,an operational problem,Train delay,9,21,5934
2016-11-14T16:52:00Z,11/14/16,2016,11,14,Mon,16,52,Red,NoMa-Gallaudet,Dupont Circle,a brake problem,Mechanical,6,13,17672
2016-11-14T17:45:00Z,11/14/16,2016,11,14,Mon,17,45,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,9,21,5934
2016-11-14T19:03:00Z,11/14/16,2016,11,14,Mon,19,3,Yellow,Ft. Totten,Eisenhower Ave,an operational problem,Train delay,8,2,1609
2016-11-14T19:14:00Z,11/14/16,2016,11,14,Mon,19,14,Green,Branch Avenue,Anacostia,a brake problem,Mechanical,28,6,6480
2016-11-14T19:33:00Z,11/14/16,2016,11,14,Mon,19,33,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,5600
2016-11-14T19:45:00Z,11/14/16,2016,11,14,Mon,19,45,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,5600
2016-11-14T19:53:00Z,11/14/16,2016,11,14,Mon,19,53,Orange,Vienna,Potomac Ave,a door problem,Mechanical,12,20,3304
2016-11-14T19:57:00Z,11/14/16,2016,11,14,Mon,19,57,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,5600
2016-11-14T20:12:00Z,11/14/16,2016,11,14,Mon,20,12,Orange,New Carrollton,Stadium-Armory,a door problem,Mechanical,12,21,2422
2016-11-14T20:45:00Z,11/14/16,2016,11,14,Mon,20,45,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,6,21,5934
2016-11-14T21:41:00Z,11/14/16,2016,11,14,Mon,21,41,Green,Branch Avenue,West Hyattsville,striking a deer,Track obstruction,20,18,3505
2016-11-14T21:48:00Z,11/14/16,2016,11,14,Mon,21,48,Silver,Largo Town Center,Foggy Bottom-GWU,a brake problem,Mechanical,30,12,19074
2016-11-13T08:01:00Z,11/13/16,2016,11,13,Sun,8,1,Orange,Vienna,Virginia Square,unscheduled track maintenance,Maintenance,24,6,3634
2016-11-13T08:30:00Z,11/13/16,2016,11,13,Sun,8,30,Green,Greenbelt,Greenbelt,a track problem,Track obstruction,5,21,5934
2016-11-13T09:09:00Z,11/13/16,2016,11,13,Sun,9,9,Silver,Largo Town Center,McLean,unscheduled track maintenance,Maintenance,19,5,1589
2016-11-13T18:34:00Z,11/13/16,2016,11,13,Sun,18,34,Yellow,Mt. Vernon Square,Fort Totten,an operational problem,Train delay,20,17,7704
2016-11-13T18:46:00Z,11/13/16,2016,11,13,Sun,18,46,Green,Branch Avenue,Congress Heights,an operational problem,Train delay,12,5,2382
2016-11-12T07:20:00Z,11/12/16,2016,11,12,Sat,7,20,Red,NoMa-Gallaudet,Rockville,a door problem,Mechanical,5,2,4147
2016-11-12T09:21:00Z,11/12/16,2016,11,12,Sat,9,21,Orange,New Carrollton,Vienna-Fairfax,an operational problem,Train delay,8,1,9863
2016-11-12T11:20:00Z,11/12/16,2016,11,12,Sat,11,20,Yellow,Huntington,Shaw-Howard U,an equipment problem,Mechanical,12,13,4615
2016-11-12T12:09:00Z,11/12/16,2016,11,12,Sat,12,9,Green,Greenbelt,U St-Cardozo,a medical emergency,Passenger issue,17,14,6671
2016-11-12T12:30:00Z,11/12/16,2016,11,12,Sat,12,30,Red,Shady Grove,Farragut North,a signal problem,Mechanical,9,14,23659
2016-11-12T13:20:00Z,11/12/16,2016,11,12,Sat,13,20,Green,Greenbelt,Fort Totten,a medical emergency,Passenger issue,8,17,7704
2016-11-12T13:56:00Z,11/12/16,2016,11,12,Sat,13,56,Orange,New Carrollton,Minnesota Ave,a medical emergency,Passenger issue,13,22,2209
2016-11-12T14:33:00Z,11/12/16,2016,11,12,Sat,14,33,Yellow,Huntington,King St-Old Town,a brake problem,Mechanical,5,3,7906
2016-11-12T17:50:00Z,11/12/16,2016,11,12,Sat,17,50,Red,NoMa-Gallaudet,Bethesda,a door problem,Mechanical,6,7,9459
2016-11-12T18:43:00Z,11/12/16,2016,11,12,Sat,18,43,Green,Branch Avenue,College Park-U of MD,a door problem,Mechanical,16,20,4043
2016-11-11T06:31:00Z,11/11/16,2016,11,11,Fri,6,31,Blue,Largo Town Center,Van Dorn St,a door problem,Mechanical,6,2,3089
2016-11-11T06:59:00Z,11/11/16,2016,11,11,Fri,6,59,Blue,Largo Town Center,Franconia-Springfield,an operational problem,Train delay,9,1,7066
2016-11-11T07:22:00Z,11/11/16,2016,11,11,Fri,7,22,Red,Shady Grove,Farragut North,a brake problem,Mechanical,12,14,23659
2016-11-11T07:31:00Z,11/11/16,2016,11,11,Fri,7,31,Green,Branch Avenue,U St-Cardozo,a brake problem,Mechanical,20,14,6671
2016-11-11T08:14:00Z,11/11/16,2016,11,11,Fri,8,14,Red,NoMa-Gallaudet,Bethesda,a brake problem,Mechanical,9,7,9459
2016-11-11T08:33:00Z,11/11/16,2016,11,11,Fri,8,33,Red,Glenmont,Fort Totten,a signal problem,Mechanical,4,22,7704
2016-11-11T12:04:00Z,11/11/16,2016,11,11,Fri,12,4,Red,NoMa-Gallaudet,Shady Grove,a brake problem,Mechanical,6,1,11870
2016-11-11T12:16:00Z,11/11/16,2016,11,11,Fri,12,16,Silver,Wiehle-Reston East,Farragut West,an operational problem,Train delay,15,13,20039
2016-11-11T14:29:00Z,11/11/16,2016,11,11,Fri,14,29,Green,Greenbelt,Shaw-Howard U,a door problem,Mechanical,12,13,4615
2016-11-11T14:54:00Z,11/11/16,2016,11,11,Fri,14,54,Green,Franconia-Springfield,Greenbelt,an operational problem,Train delay,6,21,5934
2016-11-11T14:54:00Z,11/11/16,2016,11,11,Fri,14,54,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,6,21,5934
2016-11-11T19:38:00Z,11/11/16,2016,11,11,Fri,19,38,Red,NoMa-Gallaudet,Van Ness-UDC,a brake problem,Mechanical,6,10,5334
2016-11-11T20:43:00Z,11/11/16,2016,11,11,Fri,20,43,Red,NoMa-Gallaudet,Shady Grove,a brake problem,Mechanical,6,1,11870
2016-11-11T21:09:00Z,11/11/16,2016,11,11,Fri,21,9,Red,Shady Grove,NoMa-Gallaudet U,a brake problem,Mechanical,6,19,8694
2016-11-11T22:18:00Z,11/11/16,2016,11,11,Fri,22,18,Red,NoMa-Gallaudet,Shady Grove,an operational problem,Train delay,10,1,11870
2016-11-11T22:22:00Z,11/11/16,2016,11,11,Fri,22,22,Green,Greenbelt,Anacostia,police activity,Official business,4,6,6480
2016-11-10T06:20:00Z,11/10/16,2016,11,10,Thu,6,20,Silver,Wiehle-Reston East,McLean,a door problem,Mechanical,8,5,1589
2016-11-10T06:33:00Z,11/10/16,2016,11,10,Thu,6,33,Green,Greenbelt,L'Enfant Plaza,an operational problem,Train delay,6,9,20526
2016-11-10T06:48:00Z,11/10/16,2016,11,10,Thu,6,48,Silver,Largo Town Center,Rosslyn,a brake problem,Mechanical,6,11,13295
2016-11-10T06:48:00Z,11/10/16,2016,11,10,Thu,6,48,Silver,Largo Town Center,Rosslyn,a brake problem,Mechanical,6,11,13295
2016-11-10T06:58:00Z,11/10/16,2016,11,10,Thu,6,58,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,7142
2016-11-10T07:10:00Z,11/10/16,2016,11,10,Thu,7,10,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,7142
2016-11-10T07:23:00Z,11/10/16,2016,11,10,Thu,7,23,Orange,New Carrollton,Vienna-Fairfax,an operational problem,Train delay,8,1,9863
2016-11-10T07:36:00Z,11/10/16,2016,11,10,Thu,7,36,Silver,Largo Town Center,Largo Town Center,a brake problem,Mechanical,6,28,4276
2016-11-10T07:57:00Z,11/10/16,2016,11,10,Thu,7,57,Green,Greenbelt,Branch Ave,did not operate,Train delay,4,1,5600
2016-11-10T10:18:00Z,11/10/16,2016,11,10,Thu,10,18,Blue,Franconia-Springfield,Metro Center,a customer needing assistance,Passenger issue,8,14,24372
2016-11-10T11:18:00Z,11/10/16,2016,11,10,Thu,11,18,Silver,Wiehle-Reston East,Metro Center,a medical emergency,Passenger issue,7,15,24372
2016-11-10T13:06:00Z,11/10/16,2016,11,10,Thu,13,6,Blue,Franconia-Springfield,Arlington Cemetery,an operational problem,Train delay,9,9,1575
2016-11-10T15:49:00Z,11/10/16,2016,11,10,Thu,15,49,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,5600
2016-11-10T16:12:00Z,11/10/16,2016,11,10,Thu,16,12,Red,NoMa-Gallaudet,Farragut North,police activity,Official business,4,14,23659
2016-11-10T17:06:00Z,11/10/16,2016,11,10,Thu,17,6,Green,Branch Avenue,Congress Heights,police activity,Official business,7,5,2382
2016-11-10T19:44:00Z,11/10/16,2016,11,10,Thu,19,44,Red,Shady Grove,Farragut North,a medical emergency,Passenger issue,8,14,23659
2016-11-10T21:27:00Z,11/10/16,2016,11,10,Thu,21,27,Red,Shady Grove,Union Station,police activity,Official business,6,18,29160
2016-11-09T05:17:00Z,11/9/16,2016,11,9,Wed,5,17,Blue,Largo Town Center,Franconia-Springfield,unscheduled track maintenance,Maintenance,10,1,7066
2016-11-09T06:19:00Z,11/9/16,2016,11,9,Wed,6,19,Red,NoMa-Gallaudet,Shady Grove,an operational problem,Train delay,4,1,11870
2016-11-09T06:41:00Z,11/9/16,2016,11,9,Wed,6,41,Red,Fort Totten,Glenmont,a door problem,Mechanical,9,27,5759
2016-11-09T08:10:00Z,11/9/16,2016,11,9,Wed,8,10,Orange,Vienna,Federal Triangle,a door problem,Mechanical,3,14,7622
2016-11-09T08:12:00Z,11/9/16,2016,11,9,Wed,8,12,Red,Shady Grove,Rockville,a brake problem,Mechanical,6,2,4147
2016-11-09T08:13:00Z,11/9/16,2016,11,9,Wed,8,13,Green,Branch Avenue,U St-Cardozo,a door problem,Mechanical,6,14,6671
2016-11-09T08:34:00Z,11/9/16,2016,11,9,Wed,8,34,Blue,Largo Town Center,Pentagon City,a brake problem,Mechanical,5,7,13201
2016-11-09T08:34:00Z,11/9/16,2016,11,9,Wed,8,34,Blue,Largo Town Center,Pentagon City,a brake problem,Mechanical,5,7,13201
2016-11-09T08:37:00Z,11/9/16,2016,11,9,Wed,8,37,Silver,Largo Town Center,Clarendon,a door problem,Mechanical,8,9,4038
2016-11-09T08:56:00Z,11/9/16,2016,11,9,Wed,8,56,Orange,New Carrollton,Smithsonian,schedule adherence/improved train spacing,Train delay,6,15,9103
2016-11-09T08:56:00Z,11/9/16,2016,11,9,Wed,8,56,Orange,Vienna,Cheverly,a door problem,Mechanical,12,24,1119
2016-11-09T09:09:00Z,11/9/16,2016,11,9,Wed,9,9,Red,NoMa-Gallaudet,Shady Grove,did not operate,Train delay,6,1,11870
2016-11-09T09:53:00Z,11/9/16,2016,11,9,Wed,9,53,Silver,Largo Town Center,Federal Triangle,a door problem,Mechanical,6,16,7622
2016-11-09T12:15:00Z,11/9/16,2016,11,9,Wed,12,15,Green,Branch Avenue,Congress Heights,a door problem,Mechanical,12,5,2382
2016-11-09T15:17:00Z,11/9/16,2016,11,9,Wed,15,17,Yellow,Huntington,King St-Old Town,a door problem,Mechanical,4,3,7906
2016-11-09T16:05:00Z,11/9/16,2016,11,9,Wed,16,5,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-11-09T16:47:00Z,11/9/16,2016,11,9,Wed,16,47,Orange,Vienna,Cheverly,a door problem,Mechanical,8,24,1119
2016-11-09T20:39:00Z,11/9/16,2016,11,9,Wed,20,39,Orange,Vienna,Capitol South,police activity,Official business,6,18,6983
2016-11-09T21:28:00Z,11/9/16,2016,11,9,Wed,21,28,Blue,Largo Town Center,Federal Center SW,a door problem,Mechanical,6,18,5337
2016-11-09T22:19:00Z,11/9/16,2016,11,9,Wed,22,19,Orange,New Carrollton,Deanwood,a medical emergency,Passenger issue,7,23,1273
2016-11-09T23:17:00Z,11/9/16,2016,11,9,Wed,23,17,Green,Branch Avenue,College Park-U of MD,a brake problem,Mechanical,14,20,4043
2016-11-09T23:17:00Z,11/9/16,2016,11,9,Wed,23,17,Green,Branch Avenue,College Park-U of MD,a brake problem,Mechanical,14,20,4043
2016-11-08T05:42:00Z,11/8/16,2016,11,8,Tue,5,42,Blue,Franconia-Springfield,Ronald Reagan National Airport,unscheduled track maintenance,Maintenance,8,5,6618
2016-11-08T06:15:00Z,11/8/16,2016,11,8,Tue,6,15,Silver,Wiehle-Reston East,Tysons Corner,a door problem,Mechanical,7,4,3049
2016-11-08T07:12:00Z,11/8/16,2016,11,8,Tue,7,12,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,7142
2016-11-08T08:47:00Z,11/8/16,2016,11,8,Tue,8,47,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-11-08T08:54:00Z,11/8/16,2016,11,8,Tue,8,54,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-08T09:04:00Z,11/8/16,2016,11,8,Tue,9,4,Orange,New Carrollton,East Falls Church,a door problem,Mechanical,5,4,4011
2016-11-08T09:35:00Z,11/8/16,2016,11,8,Tue,9,35,Red,Glenmont,Farragut North,a brake problem,Mechanical,8,14,23659
2016-11-08T11:33:00Z,11/8/16,2016,11,8,Tue,11,33,Blue,Largo Town Center,Ronald Reagan National Airport,a door problem,Mechanical,12,5,6618
2016-11-08T18:40:00Z,11/8/16,2016,11,8,Tue,18,40,Orange,Vienna,Stadium-Armory,vandalism,Disturbance in carriage,4,21,2422
2016-11-08T20:04:00Z,11/8/16,2016,11,8,Tue,20,4,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,8,21,5934
2016-11-08T23:23:00Z,11/8/16,2016,11,8,Tue,23,23,Yellow,Huntington,Georgia Ave-Petworth,a door problem,Mechanical,5,16,5793
2016-11-07T05:38:00Z,11/7/16,2016,11,7,Mon,5,38,Orange,Vienna,Landover,a brake problem,Mechanical,6,25,1587
2016-11-07T06:16:00Z,11/7/16,2016,11,7,Mon,6,16,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-07T06:50:00Z,11/7/16,2016,11,7,Mon,6,50,Yellow,Huntington,Huntington,a brake problem,Mechanical,6,1,7217
2016-11-07T07:05:00Z,11/7/16,2016,11,7,Mon,7,5,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7217
2016-11-07T08:34:00Z,11/7/16,2016,11,7,Mon,8,34,Silver,Wiehle-Reston East,Eastern Market,an equipment problem,Mechanical,8,21,5341
2016-11-07T09:55:00Z,11/7/16,2016,11,7,Mon,9,55,Green,Ft. Totten,L'Enfant Plaza,a brake problem,Mechanical,3,9,20526
2016-11-07T16:05:00Z,11/7/16,2016,11,7,Mon,16,5,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7217
2016-11-07T16:16:00Z,11/7/16,2016,11,7,Mon,16,16,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-07T18:46:00Z,11/7/16,2016,11,7,Mon,18,46,Red,Shady Grove,Friendship Heights,a door problem,Mechanical,6,8,8178
2016-11-07T18:48:00Z,11/7/16,2016,11,7,Mon,18,48,Orange,Vienna,Foggy Bottom-GWU,an operational problem,Train delay,7,10,19074
2016-11-07T21:48:00Z,11/7/16,2016,11,7,Mon,21,48,Green,Greenbelt,Shaw-Howard U,police activity,Official business,4,13,4615
2016-11-07T23:03:00Z,11/7/16,2016,11,7,Mon,23,3,Red,NoMa-Gallaudet,Dupont Circle,a door problem,Mechanical,15,13,17672
2016-11-06T07:00:00Z,11/6/16,2016,11,6,Sun,7,0,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,10,21,5934
2016-11-06T07:52:00Z,11/6/16,2016,11,6,Sun,7,52,Red,Glenmont,Fort Totten,police activity,Official business,12,22,7704
2016-11-05T07:09:00Z,11/5/16,2016,11,5,Sat,7,9,Red,Fort Totten,Glenmont,an operational problem,Train delay,9,27,5759
2016-11-05T07:34:00Z,11/5/16,2016,11,5,Sat,7,34,Red,NoMa-Gallaudet,Shady Grove,an operational problem,Train delay,4,1,11870
2016-11-05T09:34:00Z,11/5/16,2016,11,5,Sat,9,34,Red,Fort Totten,Tenleytown-AU,a brake problem,Mechanical,6,9,5307
2016-11-05T21:35:00Z,11/5/16,2016,11,5,Sat,21,35,Blue,Franconia-Springfield,Potomac Ave,a door problem,Mechanical,6,21,3304
2016-11-04T06:04:00Z,11/4/16,2016,11,4,Fri,6,4,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,7906
2016-11-04T06:16:00Z,11/4/16,2016,11,4,Fri,6,16,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,7906
2016-11-04T06:48:00Z,11/4/16,2016,11,4,Fri,6,48,Orange,New Carrollton,Federal Triangle,a door problem,Mechanical,6,14,7622
2016-11-04T07:04:00Z,11/4/16,2016,11,4,Fri,7,4,Yellow,Huntington,Archives-Navy Memorial,a door problem,Mechanical,4,10,8699
2016-11-04T07:11:00Z,11/4/16,2016,11,4,Fri,7,11,Red,NoMa-Gallaudet,Medical Center,a brake problem,Mechanical,6,6,5511
2016-11-04T07:12:00Z,11/4/16,2016,11,4,Fri,7,12,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-04T07:52:00Z,11/4/16,2016,11,4,Fri,7,52,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-04T08:25:00Z,11/4/16,2016,11,4,Fri,8,25,Red,Glenmont,Silver Spring,a deer in the tunnel,Track obstruction,15,24,12403
2016-11-04T09:19:00Z,11/4/16,2016,11,4,Fri,9,19,Green,Branch Avenue,Congress Heights,an operational problem,Train delay,6,5,2382
2016-11-04T10:17:00Z,11/4/16,2016,11,4,Fri,10,17,Green,Greenbelt,Fort Totten,an operational problem,Train delay,8,17,7704
2016-11-04T13:40:00Z,11/4/16,2016,11,4,Fri,13,40,Silver,Largo Town Center,Eastern Market,schedule adherence/improved train spacing,Train delay,12,21,5341
2016-11-04T15:40:00Z,11/4/16,2016,11,4,Fri,15,40,Orange,New Carrollton,Minnesota Ave,a medical emergency,Passenger issue,21,22,2209
2016-11-04T17:55:00Z,11/4/16,2016,11,4,Fri,17,55,Red,Shady Grove,Tenleytown-AU,a brake problem,Mechanical,6,9,5307
2016-11-04T19:02:00Z,11/4/16,2016,11,4,Fri,19,2,Green,Greenbelt,Shaw-Howard U,a door problem,Mechanical,6,13,4615
2016-11-04T20:29:00Z,11/4/16,2016,11,4,Fri,20,29,Orange,New Carrollton,Minnesota Ave,police activity,Official business,4,22,2209
2016-11-04T23:25:00Z,11/4/16,2016,11,4,Fri,23,25,Blue,Franconia-Springfield,Eastern Market,police activity,Official business,12,20,5341
2016-11-04T23:26:00Z,11/4/16,2016,11,4,Fri,23,26,Orange,Vienna,Potomac Ave,police activity,Official business,10,20,3304
2016-11-04T23:54:00Z,11/4/16,2016,11,4,Fri,23,54,Green,Greenbelt,Prince George's Plaza,a door problem,Mechanical,17,19,4462
2016-11-03T06:48:00Z,11/3/16,2016,11,3,Thu,6,48,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-03T06:54:00Z,11/3/16,2016,11,3,Thu,6,54,Silver,Largo Town Center,McPherson Sq,a brake problem,Mechanical,6,14,13766
2016-11-03T07:10:00Z,11/3/16,2016,11,3,Thu,7,10,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,7142
